A,98.69506127,27.81788668
A,98.7059753,27.81821476
A,98.67453153,27.83486796
A,98.6755005,27.83746985
A,98.67716036,27.83879531
A,98.69277126,27.85306087
A,98.69380488,27.85309962
A,98.67854231,27.73121254
A,98.67237406,27.73864912
A,98.67039341,27.74603846
A,98.67468334,27.76206276
A,98.66085114,27.98049433
A,98.6577296,27.9824268
A,98.64496358,27.98510446
A,98.65115768,27.98646777
A,98.62389852,28.02837555
B,98.844267,27.69909723
B,98.76111529,27.78058689
B,98.7654619,27.78605394
B,98.76729235,27.78787584
B,98.77059881,27.79057556
B,98.78292544,27.79807178
B,98.79213048,27.80397255
B,98.78455999,27.80270396
B,98.76548045,27.80515075
B,98.79329968,27.80699772
B,98.76053248,27.80607242
B,98.77268583,27.80546436
B,98.63588413,27.81443107
B,98.79609365,27.82143295
B,98.80025228,27.82545884
B,98.79949138,27.83040231
B,98.61671826,27.83820907
B,98.60616237,27.84475512
B,98.61017973,27.84450342
B,98.76931289,27.89015393
B,98.76400765,27.89085366
B,98.76092565,27.91213881
B,98.77659747,27.91993805
B,98.77200087,27.92491143
B,98.76987869,27.92309645
B,98.77934155,27.9263074
B,98.77733227,27.93852273
B,98.77868696,27.94258946
B,98.7799697,27.96081415
B,98.78277515,27.97201109
B,98.78114116,27.97456008
B,98.7826853,27.97785739
B,98.78266017,27.98091285
B,98.78287201,27.98647374
B,98.74554115,27.989493
B,98.75472773,28.03342814
B,98.70019896,28.04010344
B,98.69959439,28.0520303
B,98.838806,27.73494275
B,98.84484523,27.74107537
B,98.85829474,27.74655523
B,98.8591274,27.75208468
B,98.75824327,27.76031276
B,98.68728087,28.05897779
B,98.68813929,28.13159023
B,98.6199351,28.14082554
B,98.69971218,28.14563315
B,98.68633917,28.15322986
B,98.6621616,28.15363678
B,98.61791323,28.14622322
B,98.69014449,28.15506075
B,98.69939344,28.15736915
B,98.60672257,28.15994179
B,98.69997522,28.16280394
B,98.6984338,28.16376305
B,98.61967299,28.16886796
B,98.52891694,28.17336195
B,98.56660127,28.17900602
B,98.56557729,28.18182226
B,98.56206703,28.18144115
B,98.55364967,28.18288489
B,98.55931078,28.18382484
B,98.66039102,28.11223607
B,98.65468379,28.11113807
B,98.60918587,28.14879434
B,98.6268391,28.14753279
B,98.58770238,28.16798112
B,98.7014059,28.14530068
B,98.50325331,27.85586492
B,98.58611624,27.85999612
B,98.50223289,27.86151582
B,98.57554343,27.87098097
B,98.57171809,27.87427738
B,98.50329777,27.87552675
B,98.56648241,27.87892738
B,98.50504703,27.88005203
B,98.572144,27.87801649
B,98.58674409,27.8796036
B,98.50671787,27.8827611
B,98.58032277,27.88349594
B,98.58664381,27.88598893
B,98.54897088,27.88611708
B,98.50915217,27.88766996
B,98.53716035,27.88967415
B,98.5785774,27.89428154
B,98.57513618,27.8978476
B,98.54952925,27.89814454
B,98.55573495,27.90625429
B,98.58423094,27.90959534
B,98.52764806,27.92878636
B,98.47100452,27.89409862
B,98.47899464,27.90828778
B,98.48765601,27.91266395
B,98.49753004,27.95136825
B,98.44904786,27.98706529
B,98.45825985,27.99375388
B,98.43421282,28.00576844
B,98.41310617,28.011516
B,98.42021594,28.01642492
B,98.435322,28.02079938
B,98.43121198,28.03004758
B,98.4156779,28.04410784
B,98.49208028,28.05654361
B,98.48300575,28.05936369
B,98.48547162,28.06067652
B,98.47383555,28.06074964
B,98.4880131,28.06971574
B,98.51749512,28.0380802
B,98.61796391,28.15355981
B,98.62326146,28.14923115
C,98.82582376,27.77236995
D,98.79490923,27.74802287
D,98.80575031,27.75281059
D,98.31946236,28.05829083
D,98.34808206,28.07026945
D,98.34826048,28.08539233
D,98.34426519,28.2088127
